Time(s),Theta(rad),theta_dot(rad/s),Phi(rad),phi_dot(rad/s),setpoint(Nm)
5.600,0.796,-0.001,-3.409,-0.000,0.000
5.609,0.796,-0.001,-3.409,-0.000,0.000
5.620,0.796,-0.000,-3.409,-0.000,0.000
5.629,0.796,-0.000,-3.409,-0.000,0.000
5.640,0.796,-0.000,-3.409,-0.000,0.000
5.664,0.796,-0.000,-3.409,-0.000,0.000
5.674,0.796,-0.001,-3.409,-0.000,0.000
5.684,0.797,-0.001,-3.409,-0.000,0.000
5.694,0.797,-0.001,-3.409,-0.000,0.000
5.704,0.797,-0.002,-3.409,-0.000,0.000
5.714,0.797,0.000,-3.409,-0.000,0.000
5.724,0.796,0.000,-3.409,-0.000,0.000
5.734,0.796,0.001,-3.409,-0.000,0.000
5.744,0.796,-0.002,-3.409,-0.000,0.000
5.754,0.798,-0.007,-3.409,-0.000,0.000
5.764,0.789,0.015,-3.409,-0.000,0.000
5.774,0.798,-0.000,-3.409,-0.000,0.000
5.784,0.790,-0.005,-3.409,-0.000,0.000
5.794,0.799,-0.010,-3.409,-0.000,0.000
5.804,0.793,0.007,-3.409,-0.000,0.000
5.814,0.796,-0.001,-3.409,-0.000,0.000
5.824,0.790,0.007,-3.409,-0.000,0.000
5.834,0.793,-0.005,-3.409,-0.000,0.000
5.844,0.797,-0.002,-3.409,-0.000,0.000
5.854,0.796,-0.003,-3.409,-0.000,0.000
5.864,0.797,0.002,-3.409,-0.000,0.000
5.874,0.794,0.002,-3.409,-0.000,0.000
5.884,0.796,-0.003,-3.409,-0.000,0.000
5.894,0.792,-0.002,-3.409,-0.000,0.000
5.904,0.797,-0.004,-3.409,-0.000,0.000
5.914,0.794,0.003,-3.409,-0.000,0.000
5.924,0.796,-0.003,-3.409,-0.000,0.000
5.934,0.795,0.002,-3.409,-0.000,0.000
5.944,0.800,-0.003,-3.409,-0.000,0.000
5.954,0.799,0.002,-3.409,-0.000,0.000
5.964,0.797,-0.002,-3.409,-0.000,0.000
5.974,0.795,0.002,-3.409,-0.000,0.000
5.984,0.793,-0.000,-3.409,-0.000,0.000
5.994,0.794,-0.001,-3.409,-0.000,0.000
6.004,0.794,0.001,-3.409,-0.000,0.000
6.014,0.798,-0.001,-3.409,-0.000,0.000
6.024,0.796,0.002,-3.409,-0.000,0.000
6.034,0.797,-0.000,-3.409,-0.000,0.000
6.044,0.796,0.000,-3.409,-0.000,0.000
6.054,0.796,-0.002,-3.409,-0.000,0.000
6.064,0.795,0.001,-3.409,-0.000,0.000
6.074,0.795,-0.002,-3.409,-0.000,0.000
6.084,0.795,-0.001,-3.409,-0.000,0.000
6.094,0.795,0.000,-3.409,-0.000,0.000
6.104,0.798,0.000,-3.409,-0.000,0.000
6.114,0.796,-0.000,-3.409,-0.000,0.000
6.124,0.796,-0.001,-3.409,-0.000,0.000
6.134,0.795,0.000,-3.409,-0.000,0.000
6.144,0.795,-0.001,-3.409,-0.000,0.000
6.154,0.794,0.001,-3.409,-0.000,0.000
6.164,0.795,0.001,-3.409,-0.000,0.000
6.174,0.797,0.001,-3.409,-0.000,0.000
6.184,0.797,0.001,-3.409,-0.000,0.000
6.220,0.796,-0.002,-3.409,-0.000,0.000
6.229,0.795,0.002,-3.409,-0.000,0.000
6.240,0.795,0.000,-3.409,-0.000,0.000
6.249,0.795,0.000,-3.409,-0.000,0.000
6.260,0.796,-0.000,-3.409,-0.000,0.000
6.269,0.796,0.001,-3.409,-0.000,0.000
6.280,0.796,-0.000,-3.409,-0.000,0.000
6.289,0.797,-0.001,-3.409,-0.000,0.000
6.300,0.796,-0.001,-3.409,-0.000,0.000
6.309,0.796,-0.000,-3.409,-0.000,0.000
6.320,0.795,0.000,-3.409,-0.000,0.000
6.329,0.796,-0.001,-3.409,-0.000,0.000
6.340,0.796,-0.000,-3.409,-0.000,0.000
6.349,0.796,-0.000,-3.409,-0.000,0.000
6.360,0.796,-0.000,-3.409,-0.000,0.000
6.369,0.796,-0.001,-3.409,-0.000,0.000
6.380,0.796,-0.001,-3.409,-0.000,0.000
6.389,0.795,-0.001,-3.409,-0.000,0.000
6.400,0.796,-0.001,-3.409,-0.000,0.000
6.409,0.796,0.000,-3.409,-0.000,0.000
6.420,0.796,-0.000,-3.409,-0.000,0.000
6.429,0.796,0.001,-3.409,-0.000,0.000
6.440,0.797,0.000,-3.409,-0.000,0.000
6.449,0.796,0.001,-3.409,-0.000,0.000
6.460,0.796,-0.000,-3.409,-0.000,0.000
6.469,0.796,0.000,-3.409,-0.000,0.000
6.480,0.795,-0.001,-3.409,-0.000,0.000
6.489,0.796,0.002,-3.409,-0.000,0.000
6.500,0.796,-0.002,-3.409,-0.000,0.000
6.509,0.797,-0.001,-3.409,-0.000,0.000
6.520,0.796,-0.001,-3.409,-0.000,0.000
6.529,0.796,-0.001,-3.409,-0.000,0.000
6.540,0.796,0.000,-3.409,-0.000,0.000
6.549,0.796,0.000,-3.409,-0.000,0.000
6.560,0.796,-0.001,-3.409,-0.000,0.000
6.569,0.796,-0.000,-3.409,-0.000,0.000
6.580,0.796,0.000,-3.409,-0.000,0.000
6.589,0.796,-0.002,-3.409,-0.000,0.000
6.600,0.795,-0.000,-3.409,-0.000,0.000
6.609,0.795,0.001,-3.409,-0.000,0.000
6.620,0.796,-0.000,-3.409,-0.000,0.000
6.629,0.796,0.001,-3.409,-0.000,0.000
6.640,0.796,0.000,-3.409,-0.000,0.000
6.649,0.796,0.001,-3.409,-0.000,0.000
6.660,0.796,0.001,-3.409,-0.000,0.000
6.669,0.797,-0.000,-3.409,-0.000,0.000
6.680,0.796,-0.000,-3.409,-0.000,0.000
6.689,0.796,0.001,-3.409,-0.000,0.000
6.700,0.796,0.001,-3.409,-0.000,0.000
6.709,0.797,0.001,-3.409,-0.000,0.000
6.720,0.797,-0.002,-3.409,-0.000,0.000
6.729,0.797,-0.000,-3.409,-0.000,0.000
6.753,0.797,-0.001,-3.409,-0.000,0.000
6.764,0.796,0.000,-3.409,-0.000,0.000
6.773,0.796,-0.001,-3.409,-0.000,0.000
6.784,0.795,-0.001,-3.409,-0.000,0.000
6.793,0.795,-0.000,-3.409,-0.000,0.000
6.804,0.796,0.000,-3.409,-0.000,0.000
6.813,0.797,0.000,-3.409,-0.000,0.000
6.824,0.797,-0.001,-3.409,-0.000,0.000
6.833,0.796,0.000,-3.409,-0.000,0.000
6.844,0.796,-0.003,-3.409,-0.000,0.000
6.853,0.796,-0.000,-3.409,-0.000,0.000
6.864,0.796,0.000,-3.409,-0.000,0.000
6.873,0.795,0.001,-3.409,-0.000,0.000
6.884,0.795,-0.000,-3.409,-0.000,0.000
6.893,0.795,0.000,-3.409,-0.000,0.000
6.904,0.796,-0.000,-3.409,-0.000,0.000
6.913,0.796,-0.001,-3.409,-0.000,0.000
6.924,0.796,-0.001,-3.409,-0.000,0.000
6.933,0.796,0.001,-3.409,-0.000,0.000
6.944,0.796,0.001,-3.409,-0.000,0.000
6.953,0.796,0.001,-3.409,-0.000,0.000
6.964,0.797,0.000,-3.409,-0.000,0.000
6.973,0.798,-0.001,-3.409,-0.000,0.000
6.984,0.797,-0.000,-3.409,-0.000,0.000
6.993,0.797,0.001,-3.409,-0.000,0.000
7.004,0.796,-0.000,-3.409,-0.000,0.000
7.013,0.796,-0.001,-3.409,-0.000,0.000
7.024,0.796,-0.000,-3.409,-0.000,0.000
7.033,0.795,-0.000,-3.409,-0.000,0.000
7.044,0.796,0.000,-3.409,-0.000,0.000
7.053,0.797,0.000,-3.409,-0.000,0.000
7.064,0.798,0.000,-3.409,-0.000,0.000
7.073,0.797,-0.001,-3.409,-0.000,0.000
7.084,0.797,-0.001,-3.409,-0.000,0.000
7.093,0.796,-0.002,-3.409,-0.000,0.000
7.104,0.795,-0.001,-3.409,-0.000,0.000
7.113,0.795,-0.001,-3.409,-0.000,0.000
7.124,0.796,-0.001,-3.409,-0.000,0.000
7.133,0.796,-0.001,-3.409,-0.000,0.000
7.144,0.797,-0.002,-3.409,-0.000,0.000
7.153,0.797,-0.001,-3.409,-0.000,0.000
7.164,0.797,-0.000,-3.409,-0.000,0.000
7.173,0.796,-0.001,-3.409,-0.000,0.000
7.184,0.795,0.001,-3.409,-0.000,0.000
7.193,0.795,0.001,-3.409,-0.000,0.000
7.204,0.794,0.001,-3.409,-0.000,0.000
7.213,0.794,-0.000,-3.409,-0.000,0.000
7.224,0.795,0.001,-3.409,-0.000,0.000
7.233,0.796,-0.001,-3.409,-0.000,0.000
7.244,0.796,0.001,-3.409,-0.000,0.000
7.253,0.796,0.001,-3.409,-0.000,0.000
7.264,0.796,-0.001,-3.409,-0.000,0.000
7.273,0.796,-0.001,-3.409,-0.000,0.000
7.308,0.796,0.001,-3.409,-0.000,0.000
7.318,0.796,-0.002,-3.409,-0.000,0.000
7.328,0.797,-0.001,-3.409,-0.000,0.000
7.338,0.797,-0.000,-3.409,-0.000,0.000
7.348,0.797,0.000,-3.409,-0.000,0.000
7.358,0.796,0.000,-3.409,-0.000,0.000
7.368,0.797,-0.000,-3.409,-0.000,0.000
7.378,0.796,0.000,-3.409,-0.000,0.000
7.388,0.796,-0.000,-3.409,-0.000,0.000
7.398,0.797,0.001,-3.409,-0.000,0.000
7.408,0.797,-0.001,-3.409,-0.000,0.000
7.418,0.797,-0.001,-3.409,-0.000,0.000
7.428,0.797,0.000,-3.409,-0.000,0.000
7.438,0.797,-0.001,-3.409,-0.000,0.000
7.448,0.797,-0.002,-3.409,-0.000,0.000
7.458,0.797,-0.000,-3.409,-0.000,0.000
7.468,0.796,-0.000,-3.409,-0.000,0.000
7.478,0.796,0.000,-3.409,-0.000,0.000
7.488,0.796,-0.000,-3.409,-0.000,0.000
7.498,0.797,-0.001,-3.409,-0.000,0.000
7.508,0.796,-0.000,-3.409,-0.000,0.000
7.518,0.796,-0.000,-3.409,-0.000,0.000
7.528,0.796,0.001,-3.409,-0.000,0.000
7.538,0.796,-0.000,-3.409,-0.000,0.000
7.548,0.796,-0.001,-3.409,-0.000,0.000
7.558,0.796,0.000,-3.409,-0.000,0.000
7.568,0.796,-0.000,-3.409,-0.000,0.000
7.578,0.796,-0.001,-3.409,-0.000,0.000
7.588,0.796,-0.000,-3.409,-0.000,0.000
7.598,0.796,-0.000,-3.409,-0.000,0.000
7.608,0.796,0.000,-3.409,-0.000,0.000
7.618,0.796,-0.001,-3.409,-0.000,0.000
7.628,0.796,-0.000,-3.409,-0.000,0.000
7.638,0.797,-0.000,-3.409,-0.000,0.000
7.648,0.796,-0.001,-3.409,-0.000,0.000
7.658,0.796,-0.000,-3.409,-0.000,0.000
7.668,0.797,-0.001,-3.409,-0.000,0.000
7.678,0.796,-0.001,-3.409,-0.000,0.000
7.688,0.796,-0.001,-3.409,-0.000,0.000
7.698,0.797,-0.001,-3.409,-0.000,0.000
7.708,0.796,-0.000,-3.409,-0.000,0.000
7.718,0.796,-0.000,-3.409,-0.000,0.000
7.728,0.796,-0.001,-3.409,-0.000,0.000
7.738,0.796,0.000,-3.409,-0.000,0.000
7.748,0.796,-0.000,-3.409,-0.000,0.000
7.758,0.795,-0.001,-3.409,-0.000,0.000
7.768,0.796,0.001,-3.409,-0.000,0.000
7.778,0.796,-0.000,-3.409,-0.000,0.000
7.788,0.796,-0.000,-3.409,-0.000,0.000
7.798,0.796,-0.001,-3.409,-0.000,0.000
7.808,0.796,-0.001,-3.409,-0.000,0.000
7.818,0.795,-0.001,-3.409,-0.000,0.000
7.828,0.796,0.001,-3.409,-0.000,0.000
7.853,0.795,0.002,-3.409,-0.000,0.000
7.864,0.797,-0.001,-3.409,-0.000,0.000
7.873,0.798,-0.002,-3.409,-0.000,0.000
7.884,0.797,0.001,-3.409,-0.000,0.000
7.893,0.797,0.001,-3.409,-0.000,0.000
7.904,0.796,-0.000,-3.409,-0.000,0.000
7.913,0.796,-0.001,-3.409,-0.000,0.000
7.924,0.796,-0.002,-3.409,-0.000,0.000
7.933,0.796,-0.001,-3.409,-0.000,0.000
7.944,0.796,-0.000,-3.409,-0.000,0.000
7.953,0.796,-0.001,-3.409,-0.000,0.000
7.964,0.796,-0.001,-3.409,-0.000,0.000
7.973,0.795,-0.000,-3.409,-0.000,0.000
7.984,0.796,-0.000,-3.409,-0.000,0.000
7.993,0.796,0.000,-3.409,-0.000,0.000
8.004,0.795,-0.001,-3.409,-0.000,0.000
8.013,0.795,-0.000,-3.409,-0.000,0.000
8.024,0.796,-0.001,-3.409,-0.000,0.000
8.033,0.796,-0.001,-3.409,-0.000,0.000
8.044,0.795,0.000,-3.409,-0.000,0.000
8.053,0.796,0.000,-3.409,-0.000,0.000
8.064,0.796,0.001,-3.409,-0.000,0.000
8.073,0.796,-0.000,-3.409,-0.000,0.000
8.084,0.796,-0.000,-3.409,-0.000,0.000
8.093,0.796,0.000,-3.409,-0.000,0.000
8.104,0.796,-0.000,-3.409,-0.000,0.000
8.113,0.796,-0.001,-3.409,-0.000,0.000
8.124,0.796,0.001,-3.409,-0.000,0.000
8.133,0.797,0.000,-3.409,-0.000,0.000
8.144,0.797,-0.000,-3.409,-0.000,0.000
8.153,0.796,0.001,-3.409,-0.000,0.000
8.164,0.796,-0.000,-3.409,-0.000,0.000
8.173,0.796,-0.000,-3.409,-0.000,0.000
8.184,0.796,-0.001,-3.409,-0.000,0.000
8.193,0.796,0.000,-3.409,-0.000,0.000
8.204,0.796,-0.000,-3.409,-0.000,0.000
8.213,0.797,-0.000,-3.409,-0.000,0.000
8.224,0.796,0.000,-3.409,-0.000,0.000
8.233,0.796,-0.001,-3.409,-0.000,0.000
8.244,0.796,-0.000,-3.409,-0.000,0.000
8.253,0.796,-0.002,-3.409,-0.000,0.000
8.264,0.796,-0.000,-3.409,-0.000,0.000
8.273,0.796,-0.001,-3.409,-0.000,0.000
8.284,0.796,0.000,-3.409,-0.000,0.000
8.293,0.796,-0.001,-3.409,-0.000,0.000
8.304,0.796,-0.000,-3.409,-0.000,0.000
8.313,0.796,-0.000,-3.409,-0.000,0.000
8.324,0.796,-0.001,-3.409,-0.000,0.000
8.333,0.796,-0.001,-3.409,-0.000,0.000
8.344,0.796,-0.001,-3.409,-0.000,0.000
8.353,0.796,-0.000,-3.409,-0.000,0.000
8.364,0.796,-0.001,-3.409,-0.000,0.000
8.373,0.796,-0.001,-3.409,-0.000,0.000
8.408,0.796,-0.001,-3.409,-0.000,0.000
8.417,0.796,-0.000,-3.409,-0.000,0.000
8.428,0.797,-0.002,-3.409,-0.000,0.000
8.437,0.796,0.000,-3.409,-0.000,0.000
8.448,0.796,-0.001,-3.409,-0.000,0.000
8.457,0.796,0.000,-3.409,-0.000,0.000
8.468,0.796,-0.001,-3.409,-0.000,0.000
8.477,0.796,0.000,-3.409,-0.000,0.000
8.488,0.796,-0.001,-3.409,-0.000,0.000
8.497,0.796,-0.001,-3.409,-0.000,0.000
8.508,0.796,0.001,-3.409,-0.000,0.000
8.517,0.796,-0.001,-3.409,-0.000,0.000
8.528,0.796,0.002,-3.409,-0.000,0.000
8.537,0.796,0.002,-3.409,-0.000,0.000
8.548,0.795,0.002,-3.409,-0.000,0.000
8.557,0.797,0.003,-3.409,-0.000,0.000
8.568,0.794,0.004,-3.409,-0.000,0.000
8.577,0.795,0.003,-3.409,-0.000,0.000
8.588,0.796,0.000,-3.409,-0.000,0.000
8.597,0.796,0.001,-3.409,-0.000,0.000
8.608,0.802,-0.004,-3.409,-0.000,0.000
8.617,0.796,-0.014,-3.409,-0.000,0.000
8.628,0.794,0.002,-3.409,-0.000,0.000
8.637,0.802,0.005,-3.409,-0.000,0.000
8.648,0.807,0.011,-3.409,-0.000,0.000
8.657,0.811,0.012,-3.409,-0.000,0.000
8.668,0.821,0.024,-3.409,-0.000,0.000
8.677,0.830,0.013,-3.409,-0.000,0.000
8.688,0.821,-0.016,-3.409,-0.000,0.000
8.697,0.800,-0.010,-3.409,-0.000,0.000
8.708,0.809,-0.010,-3.409,-0.000,0.000
8.717,0.814,0.002,-3.409,-0.000,0.000
8.728,0.815,0.004,-3.409,-0.000,0.000
8.737,0.815,0.009,-3.409,-0.000,0.000
8.748,0.822,0.017,-3.409,-0.000,0.000
8.757,0.829,0.007,-3.409,-0.000,0.000
8.768,0.834,-0.008,-3.409,-0.000,0.000
8.777,0.838,-0.004,-3.409,-0.000,0.000
8.788,0.840,0.016,-3.409,-0.000,0.000
8.797,0.842,0.031,-3.409,-0.000,0.000
8.808,0.846,0.034,-3.409,-0.000,0.000
8.817,0.844,0.030,-3.409,-0.000,0.000
8.828,0.843,0.014,-3.409,-0.000,0.000
8.837,0.840,-0.015,-3.409,-0.000,0.000
8.848,0.841,-0.043,-3.409,-0.000,0.000
8.857,0.846,-0.071,-3.409,-0.000,0.000
8.868,0.845,-0.056,-3.409,-0.000,0.000
8.877,0.842,-0.028,-3.409,-0.000,0.000
8.888,0.839,0.012,-3.409,-0.000,0.000
8.897,0.840,0.022,-3.409,-0.000,0.000
8.908,0.842,-0.009,-3.409,-0.000,0.000
8.917,0.845,-0.035,-3.409,-0.000,0.000
8.928,0.850,-0.073,-3.409,-0.000,0.000
8.952,0.858,-0.128,-3.409,-0.000,0.000
8.962,0.855,-0.159,-3.409,-0.000,0.000
8.972,0.846,-0.189,-3.409,-0.000,0.000
8.982,0.842,-0.198,-3.409,-0.000,0.000
8.992,0.840,-0.196,-3.409,-0.000,0.000
9.002,0.841,-0.178,-3.409,-0.000,0.000
9.012,0.853,-0.138,-3.409,-0.000,0.000
9.022,0.861,-0.122,-3.409,-0.000,0.000
9.032,0.864,-0.099,-3.409,-0.000,0.000
9.042,0.857,-0.079,-3.409,-0.000,0.000
9.052,0.834,-0.028,-3.409,-0.000,0.000
9.062,0.816,0.026,-3.409,-0.000,0.000
9.072,0.799,0.072,-3.409,-0.000,0.000
9.082,0.791,0.097,-3.409,-0.000,0.000
9.092,0.777,0.100,-3.409,-0.000,0.000
9.102,0.771,0.085,-3.409,-0.000,0.000
9.112,0.772,0.049,-3.409,-0.000,0.000
9.122,0.775,0.020,-3.409,-0.000,0.000
9.132,0.780,-0.043,-3.409,-0.000,0.000
9.142,0.779,-0.069,-3.409,-0.000,0.000
9.152,0.771,-0.059,-3.409,-0.000,0.000
9.162,0.758,-0.030,-3.409,-0.000,0.000
9.172,0.735,0.045,-3.409,-0.000,0.000
9.182,0.724,0.083,-3.409,-0.000,0.000
9.192,0.712,0.109,-3.409,-0.000,0.000
9.202,0.710,0.139,-3.409,-0.000,0.000
9.212,0.723,0.164,-3.409,-0.000,0.000
9.222,0.739,0.157,-3.409,-0.000,0.000
9.232,0.763,0.129,-3.409,-0.000,0.000
9.242,0.781,0.094,-3.409,-0.000,0.000
9.252,0.796,0.064,-3.409,-0.000,0.000
9.262,0.798,0.070,-3.409,-0.000,0.000
9.272,0.794,0.097,-3.409,-0.000,0.000
9.282,0.786,0.135,-3.409,-0.000,0.000
9.292,0.774,0.202,-3.409,-0.000,0.000
9.302,0.774,0.228,-3.409,-0.000,0.000
9.312,0.790,0.235,-3.409,-0.000,0.000
9.322,0.802,0.202,-3.409,-0.000,0.000
9.332,0.822,0.136,-3.409,-0.000,0.000
9.342,0.834,0.090,-3.409,-0.000,0.000
9.352,0.846,0.030,-3.409,-0.000,0.000
9.362,0.845,0.010,-3.409,-0.000,0.000
9.372,0.832,0.026,-3.409,-0.000,0.000
9.382,0.825,0.047,-3.409,-0.000,0.000
9.392,0.816,0.053,-3.409,-0.000,0.000
9.402,0.803,0.054,-3.409,-0.000,0.000
9.412,0.788,0.067,-3.409,-0.000,0.000
9.422,0.784,0.069,-3.409,-0.000,0.000
9.432,0.775,0.064,-3.409,-0.000,0.000
9.442,0.769,0.060,-3.409,-0.000,0.000
9.452,0.771,0.044,-3.409,-0.000,0.000
9.462,0.776,0.026,-3.409,-0.000,0.000
9.472,0.785,-0.016,-3.409,-0.000,0.000
9.508,0.775,-0.125,-3.409,-0.000,0.000
9.517,0.769,-0.134,-3.409,-0.000,0.000
9.528,0.770,-0.151,-3.409,-0.000,0.000
9.537,0.770,-0.165,-3.409,-0.000,0.000
9.548,0.766,-0.151,-3.409,-0.000,0.000
9.557,0.767,-0.139,-3.409,-0.000,0.000
9.568,0.772,-0.118,-3.409,-0.000,0.000
9.577,0.772,-0.102,-3.409,-0.000,0.000
9.588,0.771,-0.069,-3.409,-0.000,0.000
9.597,0.766,-0.040,-3.409,-0.000,0.000
9.608,0.762,0.010,-3.409,-0.000,0.000
9.617,0.761,0.030,-3.409,-0.000,0.000
9.628,0.754,0.076,-3.409,-0.000,0.000
9.637,0.746,0.120,-3.409,-0.000,0.000
9.648,0.735,0.199,-3.409,-0.000,0.000
9.657,0.741,0.229,-3.409,-0.000,0.000
9.668,0.747,0.242,-3.409,-0.000,0.000
9.677,0.745,0.257,-3.409,-0.000,0.000
9.688,0.747,0.307,-3.409,-0.000,0.000
9.697,0.754,0.351,-3.409,-0.000,0.000
9.708,0.796,0.365,-3.409,-0.000,0.000
9.717,0.822,0.335,-3.409,-0.000,0.000
9.728,0.842,0.333,-3.409,-0.000,0.000
9.737,0.797,0.399,-3.409,-0.000,0.000
9.748,0.768,0.468,-3.409,-0.000,0.000
9.757,0.825,0.307,-3.409,-0.000,0.000
9.768,0.859,0.096,-3.409,-0.000,0.000
9.777,0.846,0.057,-3.409,-0.000,0.000
9.788,0.832,-0.000,-3.409,-0.000,0.000
9.797,0.827,-0.111,-3.409,-0.000,0.000
9.808,0.822,-0.209,-3.409,-0.000,0.000
9.817,0.828,-0.250,-3.409,-0.000,0.000
9.828,0.828,-0.266,-3.409,-0.000,0.000
9.837,0.836,-0.188,-3.409,-0.000,0.000
9.848,0.862,0.024,-3.409,-0.000,0.000
9.857,0.873,0.113,-3.409,-0.000,0.000
9.868,0.878,0.252,-3.409,-0.000,0.000
9.877,0.890,0.311,-3.409,-0.000,0.000
9.888,0.887,0.387,-3.409,-0.000,0.000
9.897,0.872,0.364,-3.409,-0.000,0.000
9.908,0.864,0.305,-3.409,-0.000,0.000
9.917,0.859,0.250,-3.409,-0.000,0.000
9.928,0.854,0.125,-3.409,-0.000,0.000
9.937,0.842,0.054,-3.409,-0.000,0.000
9.948,0.826,0.015,-3.409,-0.000,0.000
9.957,0.819,-0.018,-3.409,-0.000,0.000
9.968,0.816,-0.072,-3.409,-0.000,0.000
9.977,0.820,-0.125,-3.409,-0.000,0.000
9.988,0.822,-0.157,-3.409,-0.000,0.000
9.997,0.823,-0.162,-3.409,-0.000,0.000
10.008,0.825,-0.187,-3.409,-0.000,0.000
10.017,0.827,-0.221,-3.409,-0.000,0.000
10.028,0.828,-0.267,-3.409,-0.000,0.000
10.052,0.836,-0.357,-3.409,-0.000,0.000
10.062,0.836,-0.399,-3.409,-0.000,0.000
10.072,0.831,-0.442,-3.409,-0.000,0.000
10.082,0.827,-0.451,-3.409,-0.000,0.000
10.092,0.826,-0.460,-3.409,-0.000,0.000
10.102,0.823,-0.448,-3.409,-0.000,0.000
10.112,0.818,-0.409,-3.409,-0.000,0.000
10.122,0.817,-0.396,-3.409,-0.000,0.000
10.132,0.814,-0.366,-3.409,-0.000,0.000
10.142,0.812,-0.340,-3.409,-0.000,0.000
10.152,0.814,-0.320,-3.409,-0.000,0.000
10.162,0.814,-0.310,-3.409,-0.000,0.000
10.172,0.812,-0.300,-3.409,-0.000,0.000
10.182,0.809,-0.273,-3.409,-0.000,0.000
10.192,0.805,-0.234,-3.409,-0.000,0.000
10.202,0.799,-0.207,-3.409,-0.000,0.000
10.212,0.791,-0.164,-3.409,-0.000,0.000
10.222,0.790,-0.152,-3.409,-0.000,0.000
10.232,0.786,-0.137,-3.409,-0.000,0.000
10.242,0.783,-0.125,-3.409,-0.000,0.000
10.252,0.776,-0.101,-3.409,-0.000,0.000
10.262,0.770,-0.080,-3.409,-0.000,0.000
10.272,0.769,-0.062,-3.409,-0.000,0.000
10.282,0.770,-0.052,-3.409,-0.000,0.000
10.292,0.768,-0.020,-3.409,-0.000,0.000
10.302,0.768,-0.003,-3.409,-0.000,0.000
10.312,0.768,0.023,-3.409,-0.000,0.000
10.322,0.771,0.030,-3.409,-0.000,0.000
10.332,0.773,0.041,-3.409,-0.000,0.000
10.342,0.774,0.055,-3.409,-0.000,0.000
10.352,0.775,0.101,-3.409,-0.000,0.000
10.362,0.787,0.097,-3.409,-0.000,0.000
10.372,0.783,0.093,-3.409,-0.000,0.000
10.382,0.782,0.080,-3.409,-0.000,0.000
10.392,0.786,0.018,-3.409,-0.000,0.000
10.402,0.785,-0.031,-3.409,-0.000,0.000
10.412,0.782,-0.063,-3.409,-0.000,0.000
10.422,0.781,-0.074,-3.409,-0.000,0.000
10.432,0.779,-0.074,-3.409,-0.000,0.000
10.442,0.774,-0.073,-3.409,-0.000,0.000
10.452,0.766,-0.070,-3.409,-0.000,0.000
10.462,0.765,-0.065,-3.409,-0.000,0.000
10.472,0.768,-0.059,-3.409,-0.000,0.000
10.482,0.771,-0.056,-3.409,-0.000,0.000
10.492,0.771,-0.053,-3.409,-0.000,0.000
10.502,0.767,-0.050,-3.409,-0.000,0.000
10.512,0.763,-0.045,-3.409,-0.000,0.000
10.522,0.763,-0.046,-3.409,-0.000,0.000
10.532,0.762,-0.067,-3.409,-0.000,0.000
10.542,0.759,-0.077,-3.409,-0.000,0.000
10.552,0.752,-0.071,-3.409,-0.000,0.000
10.588,0.753,-0.115,-3.409,-0.000,0.000
10.597,0.751,-0.125,-3.409,-0.000,0.000
10.608,0.744,-0.129,-3.409,-0.000,0.000
10.617,0.738,-0.123,-3.409,-0.000,0.000
10.628,0.730,-0.119,-3.409,-0.000,0.000
10.637,0.723,-0.111,-3.409,-0.000,0.000
10.648,0.715,-0.091,-3.409,-0.000,0.000
10.657,0.714,-0.091,-3.409,-0.000,0.000
10.668,0.711,-0.089,-3.409,-0.000,0.000
10.677,0.708,-0.080,-3.409,-0.000,0.000
10.688,0.698,-0.046,-3.409,-0.000,0.000
10.697,0.690,-0.010,-3.409,-0.000,0.000
10.708,0.680,0.040,-3.409,-0.000,0.000
10.717,0.676,0.069,-3.409,-0.000,0.000
10.728,0.675,0.117,-3.409,-0.000,0.000
10.737,0.679,0.162,-3.409,-0.000,0.000
10.748,0.685,0.215,-3.409,-0.000,0.000
10.757,0.694,0.248,-3.409,-0.000,0.000
10.768,0.713,0.238,-3.409,-0.000,0.000
10.777,0.719,0.225,-3.409,-0.000,0.000
10.788,0.733,0.185,-3.409,-0.000,0.000
10.797,0.746,0.140,-3.409,-0.000,0.000
10.808,0.765,0.077,-3.409,-0.000,0.000
10.817,0.777,0.039,-3.409,-0.000,0.000
10.828,0.788,-0.032,-3.409,-0.000,0.000
10.837,0.789,-0.079,-3.409,-0.000,0.000
10.848,0.790,-0.122,-3.409,-0.000,0.000
10.857,0.792,-0.146,-3.409,-0.000,0.000
10.868,0.799,-0.205,-3.409,-0.000,0.000
10.877,0.799,-0.226,-3.409,-0.000,0.000
10.888,0.803,-0.254,-3.409,-0.000,0.000
10.897,0.807,-0.279,-3.409,-0.000,0.000
10.908,0.811,-0.296,-3.409,-0.000,0.000
10.917,0.809,-0.267,-3.409,-0.000,0.000
10.928,0.802,-0.195,-3.409,-0.000,0.000
10.937,0.796,-0.147,-3.409,-0.000,0.000
10.948,0.790,-0.076,-3.409,-0.000,0.000
10.957,0.789,-0.048,-3.409,-0.000,0.000
10.968,0.784,0.004,-3.409,-0.000,0.000
10.977,0.778,0.073,-3.409,-0.000,0.000
10.988,0.776,0.149,-3.409,-0.000,0.000
10.997,0.779,0.164,-3.409,-0.000,0.000
11.008,0.775,0.181,-3.409,-0.000,0.000
11.017,0.770,0.201,-3.409,-0.000,0.000
11.028,0.766,0.237,-3.409,-0.000,0.000
